freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250782,Joshua Holloway,Male,59.0,United States,English,Cybersecurity,17.0,50.0,1.4,yes,79.0
FL250783,Cynthia Walton,Female,41.0,Argentina,Spanish,Blockchain Development,9.0,100.0,4.5,Y,83.0
FL250784,Shawn Delgado,Male,21.0,China,Mandarin,Data Analysis,0.0,40.0,3.7,0,74.0
FL250785,Jeremy Smith,Male,53.0,United Kingdom,English,DevOps,5.0,75.0,1.1,0,92.0
FL250786,Marc Ortiz,Male,35.0,Argentina,Spanish,Mobile Apps,15.0,40.0,3.7,False,66.0
FL250787,Michelle Gregory,Female,25.0,Brazil,Portuguese,Machine Learning,3.0,50.0,3.2,True,74.0
FL250788,Melanie Gay,Female,23.0,Italy,Italian,UI/UX Design,1.0,30.0,5.0,N,97.0
FL250789,Brittany Lambert,Female,56.0,Egypt,Arabic,Graphic Design,13.0,30.0,0.0,,77.0
FL250790,Mary Hernandez,Female,31.0,Mexico,Spanish,UI/UX Design,6.0,40.0,3.5,no,86.0
FL250791,Jonathan Jones,Male,24.0,United States,English,Cybersecurity,4.0,50.0,3.1,False,95.0
FL250792,Gina Williams,Female,35.0,Brazil,Portuguese,Cybersecurity,7.0,40.0,3.9,0,72.0
FL250793,Kelly Lawson,Female,20.0,Spain,Spanish,AI,1.0,40.0,3.5,0,71.0
FL250794,Keith Smith,Male,26.0,Australia,English,Data Analysis,5.0,100.0,2.5,True,93.0
FL250795,Christopher Hunter,Male,54.0,United Kingdom,English,DevOps,29.0,40.0,3.1,1,79.0
FL250796,Dwayne Parks,Male,53.0,Russia,Russian,Cybersecurity,12.0,100.0,4.7,1,87.0
FL250797,Mary Hall,Female,33.0,Canada,English,DevOps,4.0,40.0,1.9,False,73.0
FL250798,Jake Gilmore,Male,43.0,Netherlands,Dutch,Web Development,12.0,40.0,1.6,1,74.0
FL250799,Mark Lopez,Male,37.0,Canada,English,DevOps,3.0,20.0,2.5,N,62.0
FL250800,Dana Rice,Female,58.0,France,French,Data Analysis,15.0,20.0,3.5,,98.0
FL250801,Beth Young,Female,39.0,Spain,Spanish,Mobile Apps,15.0,50.0,2.6,0,80.0
FL250802,Ryan Powell,Male,43.0,Turkey,Turkish,Graphic Design,13.0,20.0,1.2,Y,69.0
FL250803,Amanda Fowler,Female,40.0,Spain,Spanish,Blockchain Development,20.0,30.0,2.6,False,90.0
FL250804,Lindsay Rivera,Female,51.0,United Kingdom,English,Machine Learning,30.0,75.0,2.6,True,74.0
FL250805,Mark Ward,Male,23.0,Germany,German,AI,4.0,50.0,4.5,N,98.0
FL250806,Amanda Smith,Female,31.0,Indonesia,Indonesian,Graphic Design,9.0,20.0,2.6,Y,84.0
FL250807,Emily Brown,Female,44.0,Russia,Russian,Web Development,3.0,20.0,5.0,yes,75.0
FL250808,Dwayne Cardenas,Male,56.0,Germany,German,Mobile Apps,23.0,75.0,3.9,1,79.0
FL250809,Dr. Rhonda Hernandez,Female,48.0,Australia,English,Cybersecurity,5.0,100.0,1.8,True,97.0
FL250810,Melody Barker,Female,46.0,Russia,Russian,Web Development,28.0,30.0,4.2,True,79.0
FL250811,Russell Carpenter,Male,21.0,Egypt,Arabic,AI,0.0,20.0,2.6,no,64.0
FL250812,Richard Hill,Male,52.0,Russia,Russian,Data Analysis,30.0,30.0,2.0,1,68.0
FL250813,Lindsay Potts,Female,39.0,Russia,Russian,Graphic Design,20.0,75.0,2.7,1,67.0
FL250814,Michelle Campbell,Female,31.0,Australia,English,Mobile Apps,0.0,30.0,2.3,no,79.0
FL250815,Alan Williams,Male,22.0,South Korea,Korean,UI/UX Design,4.0,40.0,3.8,True,100.0
FL250816,Robin Hinton,Female,38.0,United Kingdom,English,UI/UX Design,10.0,40.0,2.6,N,66.0
FL250817,Brian Holland,Male,44.0,Argentina,Spanish,Graphic Design,24.0,75.0,4.6,no,97.0
FL250818,Adam Stone,Male,53.0,Indonesia,Indonesian,Machine Learning,21.0,100.0,3.4,0,62.0
FL250819,Curtis Lambert,Male,22.0,China,Mandarin,Data Analysis,2.0,20.0,2.6,no,79.0
FL250820,Alexandra Sims,Female,40.0,India,Hindi,Blockchain Development,14.0,75.0,0.0,1,79.0
FL250821,Brenda Spencer,Female,49.0,China,Mandarin,Mobile Apps,15.0,40.0,3.9,False,86.0
FL250822,Joshua Bush,Male,30.0,Australia,English,UI/UX Design,11.0,30.0,4.2,0,65.0
FL250823,Erin Martin,Female,37.0,Japan,Japanese,AI,6.0,20.0,2.6,,99.0
FL250824,Alexander Hogan,Male,21.0,Egypt,Arabic,Graphic Design,2.0,100.0,3.6,False,85.0
FL250825,William Harris,Male,20.0,South Korea,Korean,AI,1.0,50.0,2.6,yes,81.0
FL250826,Michael Mcmahon,Male,20.0,China,Mandarin,Data Analysis,2.0,40.0,2.1,N,64.0
FL250827,Michael Watson,Male,20.0,Argentina,Spanish,Machine Learning,2.0,20.0,3.9,False,84.0
FL250828,Lori Perez,Female,26.0,Russia,Russian,Machine Learning,2.0,40.0,0.0,,66.0
FL250829,Lindsay Le,Female,50.0,South Korea,Korean,Web Development,12.0,75.0,0.0,False,75.0
FL250830,Scott Long,Male,50.0,Spain,Spanish,AI,28.0,30.0,1.8,,79.0
FL250831,Diana Ferguson,Female,54.0,Indonesia,Indonesian,AI,4.0,20.0,1.1,1,63.0
FL250832,Joseph Miller,Male,54.0,Spain,Spanish,Blockchain Development,3.0,20.0,1.6,Y,70.0
FL250833,Julia Reid,Female,34.0,Egypt,Arabic,Machine Learning,4.0,30.0,3.1,,90.0
FL250834,Samantha Matthews,Female,20.0,Italy,Italian,DevOps,1.0,50.0,3.4,1,79.0
FL250835,Brian Bailey,Male,29.0,Germany,German,AI,8.0,40.0,3.1,N,60.0
FL250836,Toni Hinton,Female,57.0,United Kingdom,English,DevOps,11.0,75.0,2.3,0,79.0
FL250837,Robin Ortiz,Female,36.0,Netherlands,Dutch,AI,8.0,40.0,2.6,N,80.0
FL250838,Adam Griffith,Male,51.0,South Korea,Korean,Web Development,32.0,50.0,3.2,0,88.0
FL250839,Daniel Roberson,Male,44.0,India,Hindi,UI/UX Design,4.0,30.0,0.0,N,80.0
FL250840,Dale Haynes,Male,58.0,Spain,Spanish,Cybersecurity,33.0,30.0,3.3,Y,71.0
FL250841,Emily Scott,Female,38.0,South Africa,Afrikaans,Mobile Apps,14.0,40.0,1.1,1,76.0
FL250842,David Brown,Male,24.0,United States,English,UI/UX Design,6.0,30.0,4.6,1,93.0
FL250843,Stephanie Guzman,Female,30.0,Turkey,Turkish,Blockchain Development,5.0,30.0,2.6,0,79.0
FL250844,Maxwell Johnson,Male,25.0,Indonesia,Indonesian,Cybersecurity,3.0,75.0,2.6,0,83.0
FL250845,Reginald Stephens,Male,54.0,Indonesia,Indonesian,Mobile Apps,17.0,100.0,0.0,0,71.0
FL250846,Justin Jones,Male,54.0,Italy,Italian,Cybersecurity,9.0,20.0,0.0,yes,96.0
FL250847,Kristine Garcia,Female,53.0,France,French,Graphic Design,16.0,40.0,0.0,no,79.0
FL250848,John Nguyen,Male,22.0,Russia,Russian,AI,3.0,75.0,3.4,Y,65.0
FL250849,Anna Fleming,Female,23.0,Mexico,Spanish,Data Analysis,2.0,20.0,1.3,N,79.0
FL250850,Linda Williamson,Female,47.0,France,French,Cybersecurity,16.0,50.0,1.9,0,71.0
FL250851,Roy Wilson,Male,24.0,France,French,Web Development,6.0,50.0,1.4,Y,63.0
FL250852,Jennifer Pierce,Female,57.0,India,Hindi,UI/UX Design,10.0,100.0,4.3,False,79.0
FL250853,Jason Johnson,Male,48.0,Spain,Spanish,Graphic Design,16.0,30.0,2.6,no,97.0
FL250854,Jasmine Lane,Female,21.0,Turkey,Turkish,UI/UX Design,0.0,100.0,4.3,0,79.0
FL250855,Evan Soto,Male,33.0,Japan,Japanese,AI,13.0,75.0,0.0,True,79.0
FL250856,Kevin Serrano,Male,41.0,Turkey,Turkish,DevOps,12.0,40.0,1.3,0,85.0
FL250857,Nathaniel Benson,Male,40.0,Australia,English,Cybersecurity,13.0,50.0,2.9,no,82.0
FL250858,Deanna Miles,Female,40.0,Mexico,Spanish,Graphic Design,22.0,40.0,4.3,0,95.0
FL250859,Beverly Roy,Female,20.0,United States,English,Graphic Design,1.0,40.0,2.7,0,94.0
FL250860,Heather Saunders,Female,42.0,Mexico,Spanish,Web Development,9.0,50.0,4.2,,96.0
FL250861,Nicholas Guerrero,Male,32.0,Canada,English,Blockchain Development,12.0,40.0,0.0,yes,63.0
FL250862,Christopher Johnson,Male,60.0,Japan,Japanese,AI,9.0,20.0,2.2,False,60.0
FL250863,Steven Flowers,Male,46.0,Egypt,Arabic,Machine Learning,12.0,50.0,4.7,yes,77.0
FL250864,Marvin Woods III,Male,29.0,China,Mandarin,DevOps,0.0,30.0,0.0,0,63.0
FL250865,Michelle Cook,Female,39.0,Brazil,Portuguese,Mobile Apps,18.0,20.0,2.5,yes,61.0
FL250866,Logan Zamora,Male,55.0,Russia,Russian,Mobile Apps,2.0,50.0,3.9,yes,88.0
FL250867,Casey Roberts,Male,55.0,Turkey,Turkish,Cybersecurity,9.0,100.0,1.2,1,69.0
FL250868,Jerry Price,Male,40.0,Indonesia,Indonesian,Data Analysis,2.0,75.0,4.5,yes,79.0
FL250869,Kelly Ellis,Female,56.0,China,Mandarin,UI/UX Design,35.0,40.0,2.7,True,82.0
FL250870,Caleb Guerra,Male,57.0,Mexico,Spanish,Mobile Apps,21.0,75.0,2.0,N,96.0
FL250871,Samantha Norman,Female,56.0,Russia,Russian,DevOps,3.0,40.0,1.7,N,71.0
FL250872,Sarah Clarke,Female,49.0,Germany,German,Mobile Apps,24.0,75.0,3.0,1,77.0
FL250873,Aaron Blair,Male,26.0,Spain,Spanish,Blockchain Development,9.0,75.0,2.1,yes,79.0
FL250874,Courtney Burton,Female,36.0,South Korea,Korean,UI/UX Design,0.0,75.0,1.5,,73.0
FL250875,Gerald Taylor,Male,20.0,Russia,Russian,Web Development,2.0,30.0,1.7,True,60.0
FL250876,Mary Ward,Female,40.0,Spain,Spanish,AI,9.0,40.0,1.2,1,67.0
FL250877,Mrs. Lisa Beard DVM,Female,30.0,India,Hindi,Mobile Apps,6.0,75.0,0.0,False,80.0
FL250878,Larry Wallace,Male,51.0,Australia,English,Graphic Design,21.0,20.0,2.6,Y,79.0
FL250879,Jeremiah Thompson,Male,46.0,United States,English,UI/UX Design,24.0,40.0,3.3,1,87.0
FL250880,Mrs. Jessica Williams DVM,Female,25.0,South Korea,Korean,AI,6.0,20.0,2.1,no,79.0
FL250881,Martin Moreno,Male,53.0,Netherlands,Dutch,Web Development,32.0,50.0,2.6,1,79.0
FL250882,Yolanda Proctor,Female,50.0,Egypt,Arabic,Mobile Apps,31.0,100.0,2.9,Y,89.0
FL250883,Allen Turner,Male,45.0,South Korea,Korean,AI,9.0,20.0,3.3,True,93.0
FL250884,Beth Huff,Female,48.0,Canada,English,Cybersecurity,24.0,100.0,4.8,1,84.0
FL250885,John Mckinney,Male,30.0,Indonesia,Indonesian,DevOps,9.0,100.0,4.5,,78.0
FL250886,Sarah Ho,Female,33.0,Netherlands,Dutch,UI/UX Design,6.0,50.0,3.1,no,90.0
FL250887,Lindsey Wang,Female,50.0,United Kingdom,English,DevOps,11.0,40.0,4.9,1,88.0
FL250888,Margaret Schwartz,Female,24.0,Indonesia,Indonesian,Data Analysis,9.0,20.0,0.0,0,76.0
FL250889,Kyle Ray,Male,38.0,Italy,Italian,Web Development,14.0,75.0,1.5,N,62.0
FL250890,Isaac Hebert,Male,56.0,Japan,Japanese,DevOps,2.0,75.0,2.4,N,79.0
FL250891,Michele Jones,Female,41.0,Russia,Russian,DevOps,2.0,100.0,4.5,N,75.0
FL250892,Austin Allen,Male,41.0,Italy,Italian,UI/UX Design,11.0,100.0,2.5,yes,80.0
FL250893,Haley Castro,Female,42.0,Germany,German,Graphic Design,13.0,30.0,3.3,,63.0
FL250894,David Armstrong,Male,26.0,India,Hindi,Blockchain Development,7.0,75.0,3.0,,84.0
FL250895,Wendy Mitchell,Female,44.0,Canada,English,Cybersecurity,25.0,75.0,2.7,1,78.0
FL250896,Anthony Hernandez,Male,46.0,Canada,English,Graphic Design,20.0,20.0,1.2,False,74.0
FL250897,Erica Johnson,Female,36.0,United States,English,UI/UX Design,8.0,50.0,4.3,0,90.0
FL250898,Randall Barrett,Male,26.0,Netherlands,Dutch,AI,6.0,40.0,1.3,0,79.0
FL250899,Nathan Huff,Male,21.0,Germany,German,UI/UX Design,3.0,50.0,4.6,Y,79.0
FL250900,Robin Walsh,Female,39.0,Indonesia,Indonesian,UI/UX Design,18.0,50.0,2.1,0,75.0
FL250901,Yvonne Robinson,Female,37.0,United States,English,Blockchain Development,18.0,40.0,4.5,no,72.0
FL250902,Kathleen Hendrix,Female,47.0,Russia,Russian,UI/UX Design,3.0,40.0,4.4,yes,92.0
FL250903,Jennifer Baker,Female,53.0,Russia,Russian,Graphic Design,32.0,20.0,0.0,N,79.0
FL250904,Kim Martinez,Female,53.0,Argentina,Spanish,Mobile Apps,19.0,20.0,1.3,0,79.0
FL250905,Andrew Little,Male,21.0,India,Hindi,Data Analysis,2.0,50.0,2.6,False,86.0
FL250906,Kelly Shelton,Female,35.0,United Kingdom,English,Blockchain Development,0.0,40.0,2.6,Y,85.0
FL250907,Steven Duncan,Male,31.0,Argentina,Spanish,Machine Learning,13.0,40.0,1.2,False,62.0
FL250908,Kristen Haney,Female,55.0,South Korea,Korean,AI,2.0,30.0,3.1,Y,91.0
FL250909,Kathy Reese,Female,59.0,Turkey,Turkish,Web Development,11.0,75.0,2.3,Y,80.0
FL250910,Steven Murphy,Male,59.0,France,French,Cybersecurity,17.0,100.0,4.0,no,72.0
FL250911,William Hartman,Male,47.0,India,Hindi,Blockchain Development,10.0,75.0,1.9,,79.0
FL250912,Sonya Haley,Female,53.0,South Africa,Afrikaans,Machine Learning,26.0,75.0,2.4,yes,79.0
FL250913,Robert Evans,Male,49.0,South Africa,Afrikaans,Data Analysis,9.0,30.0,2.6,yes,74.0
FL250914,Patricia Richardson,Female,50.0,South Africa,Afrikaans,Mobile Apps,8.0,50.0,3.7,Y,82.0
FL250915,Carolyn Lopez,Female,59.0,South Korea,Korean,Machine Learning,22.0,100.0,1.1,no,85.0
FL250916,Kyle Burns,Male,33.0,Turkey,Turkish,Data Analysis,8.0,75.0,2.3,True,68.0
FL250917,Margaret Garcia,Female,45.0,Canada,English,Web Development,22.0,40.0,3.7,Y,99.0
FL250918,Brittany Barker,Female,36.0,Italy,Italian,Graphic Design,14.0,30.0,1.9,0,62.0
FL250919,Paul Campbell,Male,46.0,South Africa,Afrikaans,UI/UX Design,6.0,30.0,1.5,N,79.0
FL250920,Amy Morrow,Female,53.0,Turkey,Turkish,Graphic Design,14.0,30.0,0.0,False,83.0
FL250921,Amy Fitzgerald,Female,24.0,United States,English,Web Development,2.0,30.0,3.6,,92.0
FL250922,Anita Becker,Female,49.0,Spain,Spanish,DevOps,4.0,75.0,2.1,,85.0
FL250923,Mrs. Amy Brooks,Female,49.0,South Korea,Korean,AI,4.0,75.0,2.9,N,79.0
FL250924,Lori Marshall,Female,49.0,South Korea,Korean,Mobile Apps,24.0,100.0,3.6,True,79.0
FL250925,Jennifer Miller,Female,58.0,Brazil,Portuguese,Blockchain Development,29.0,30.0,3.3,yes,89.0
FL250926,Thomas Young,Male,50.0,South Africa,Afrikaans,UI/UX Design,13.0,40.0,2.5,Y,81.0
FL250927,Zachary Larsen,Male,27.0,South Africa,Afrikaans,DevOps,1.0,100.0,3.7,Y,61.0
FL250928,Valerie Gutierrez,Female,20.0,South Korea,Korean,Machine Learning,9.0,30.0,4.6,1,79.0
FL250929,Daniel Parker,Male,52.0,Russia,Russian,Blockchain Development,15.0,40.0,0.0,1,92.0
FL250930,Nicole Bennett,Female,22.0,France,French,Machine Learning,2.0,30.0,2.0,no,96.0
FL250931,Lauren Lowery,Female,38.0,Turkey,Turkish,Web Development,14.0,100.0,1.7,False,66.0
FL250932,Alexander Woodward,Male,21.0,Canada,English,Graphic Design,0.0,100.0,3.0,N,64.0
FL250933,Anthony Walter,Male,41.0,Australia,English,AI,15.0,40.0,3.4,False,100.0
FL250934,Valerie Finley,Female,33.0,Indonesia,Indonesian,Blockchain Development,6.0,40.0,3.2,1,95.0
FL250935,Deborah Kelley,Female,38.0,Mexico,Spanish,Mobile Apps,11.0,40.0,2.8,,91.0
FL250936,Kristina Miller,Female,26.0,Russia,Russian,DevOps,8.0,20.0,4.1,yes,82.0
FL250937,Anne Hampton,Female,43.0,Netherlands,Dutch,AI,3.0,20.0,0.0,Y,95.0
FL250938,Sandra Henry,Female,21.0,Italy,Italian,Cybersecurity,0.0,40.0,0.0,1,95.0
FL250939,Tony Hester,Male,47.0,South Korea,Korean,Mobile Apps,7.0,30.0,2.6,,69.0
FL250940,Nathan Davis,Male,35.0,Spain,Spanish,Graphic Design,6.0,40.0,2.6,yes,91.0
FL250941,Erica Jackson,Female,37.0,Indonesia,Indonesian,Mobile Apps,9.0,30.0,2.7,1,79.0
FL250942,Nancy Glover,Female,38.0,Brazil,Portuguese,AI,15.0,40.0,4.0,,62.0
FL250943,Richard Sanchez,Male,40.0,Canada,English,Data Analysis,20.0,20.0,2.5,0,81.0
FL250944,Savannah Reid,Female,46.0,Brazil,Portuguese,Data Analysis,16.0,75.0,0.0,no,94.0
FL250945,Robert Salazar,Male,56.0,Egypt,Arabic,DevOps,22.0,30.0,2.6,no,95.0
FL250946,Hector Greer,Male,24.0,Turkey,Turkish,Graphic Design,2.0,40.0,1.6,no,100.0
FL250947,Thomas Jackson,Male,41.0,Mexico,Spanish,AI,1.0,75.0,0.0,True,94.0
FL250948,Tina Clark,Female,38.0,Turkey,Turkish,Mobile Apps,8.0,30.0,4.0,1,92.0
FL250949,Heather Brown,Female,28.0,France,French,DevOps,8.0,50.0,2.5,True,95.0
FL250950,John Weaver,Male,25.0,Brazil,Portuguese,DevOps,7.0,20.0,3.8,,97.0
FL250951,Bradley Harris,Male,41.0,United Kingdom,English,DevOps,8.0,50.0,4.8,N,75.0
FL250952,Cassandra Macdonald,Female,45.0,Mexico,Spanish,Data Analysis,6.0,40.0,2.0,1,78.0
FL250953,Matthew White,Male,47.0,Turkey,Turkish,DevOps,16.0,100.0,3.3,0,65.0
FL250954,Miss Kimberly Marshall,Female,59.0,United Kingdom,English,Data Analysis,40.0,40.0,2.5,True,70.0
FL250955,Laura Thompson,Female,25.0,Canada,English,Blockchain Development,6.0,100.0,2.6,Y,78.0
FL250956,Nathan Soto,Male,27.0,Australia,English,Web Development,3.0,50.0,2.6,1,96.0
FL250957,Rhonda Hines,Female,57.0,Australia,English,AI,5.0,100.0,0.0,1,80.0
FL250958,Gabrielle Bowman,Female,34.0,Turkey,Turkish,UI/UX Design,12.0,20.0,1.6,yes,64.0
FL250959,Julian Edwards,Male,55.0,France,French,UI/UX Design,33.0,50.0,0.0,False,92.0
FL250960,Nicholas Scott,Male,21.0,Egypt,Arabic,Blockchain Development,1.0,100.0,0.0,1,79.0
FL250961,Daniel Green,Male,53.0,Netherlands,Dutch,DevOps,27.0,20.0,4.7,yes,71.0
FL250962,Catherine Johnston,Female,21.0,Germany,German,UI/UX Design,1.0,100.0,0.0,yes,95.0
FL250963,Brenda Koch,Female,36.0,Brazil,Portuguese,Web Development,9.0,20.0,4.1,N,86.0
FL250964,Mr. Robert Meza,Male,40.0,Germany,German,AI,2.0,30.0,1.3,1,77.0
FL250965,Latoya Brown,Female,59.0,United Kingdom,English,UI/UX Design,40.0,100.0,2.6,,79.0
FL250966,David Osborne III,Male,45.0,Netherlands,Dutch,Cybersecurity,4.0,20.0,2.7,,72.0
FL250967,David Hooper,Male,44.0,South Korea,Korean,Machine Learning,9.0,40.0,2.6,0,70.0
FL250968,Sarah Miller,Female,36.0,United Kingdom,English,Cybersecurity,13.0,30.0,3.6,0,86.0
FL250969,Lisa Werner MD,Female,26.0,India,Hindi,Graphic Design,1.0,75.0,3.0,1,79.0
FL250970,Eric Jimenez,Male,49.0,India,Hindi,Web Development,1.0,40.0,0.0,0,82.0
FL250971,Jay Bush,Male,29.0,France,French,Mobile Apps,3.0,40.0,0.0,True,81.0
FL250972,Johnny Rice,Male,32.0,France,French,Graphic Design,1.0,40.0,3.1,1,76.0
FL250973,Matthew Strong,Male,24.0,Indonesia,Indonesian,Blockchain Development,3.0,30.0,3.9,N,90.0
FL250974,Mark Chandler,Male,35.0,South Korea,Korean,DevOps,14.0,30.0,1.6,Y,67.0
FL250975,Crystal Brown,Female,43.0,Spain,Spanish,Blockchain Development,2.0,40.0,1.8,no,61.0
FL250976,Timothy Barton,Male,53.0,South Korea,Korean,Machine Learning,27.0,100.0,3.7,no,73.0
FL250977,Lisa Hickman,Female,38.0,Russia,Russian,DevOps,7.0,75.0,2.6,0,79.0
FL250978,Alan Mendoza,Male,57.0,United Kingdom,English,Cybersecurity,29.0,75.0,4.1,N,90.0
FL250979,Jason Sanders,Male,27.0,China,Mandarin,Blockchain Development,5.0,75.0,1.4,True,64.0
FL250980,Charles Dean,Male,43.0,Argentina,Spanish,Web Development,2.0,100.0,1.1,1,63.0
FL250981,Blake Newton,Male,48.0,Canada,English,Data Analysis,18.0,40.0,3.9,,79.0
FL250982,David Gonzalez,Male,26.0,Brazil,Portuguese,Cybersecurity,8.0,20.0,3.6,0,67.0
FL250983,Cindy Williams,Female,41.0,South Africa,Afrikaans,Graphic Design,0.0,40.0,0.0,no,97.0
FL250984,Laura Wong DDS,Female,50.0,Italy,Italian,Data Analysis,16.0,75.0,4.5,0,69.0
FL250985,Robert Moran,Male,48.0,South Africa,Afrikaans,Web Development,8.0,50.0,2.6,1,73.0
FL250986,Bradley Wu,Male,60.0,Spain,Spanish,Blockchain Development,39.0,20.0,1.4,True,86.0
FL250987,Daniel Thomas,Male,26.0,Egypt,Arabic,Machine Learning,9.0,50.0,0.0,yes,81.0
FL250988,Michelle Peterson,Female,35.0,South Korea,Korean,Graphic Design,16.0,100.0,4.3,1,74.0
FL250989,Seth Thomas,Male,23.0,United States,English,Blockchain Development,4.0,100.0,2.2,1,64.0
FL250990,Evan Ramos,Male,37.0,Australia,English,Graphic Design,4.0,75.0,3.2,False,76.0
FL250991,Michelle Solis,Female,21.0,Argentina,Spanish,AI,2.0,100.0,3.7,yes,73.0
FL250992,Charlotte Taylor,Female,58.0,Germany,German,UI/UX Design,37.0,50.0,4.9,False,69.0
FL250993,Sandra Preston,Female,52.0,Indonesia,Indonesian,Mobile Apps,32.0,75.0,3.2,0,79.0
FL250994,Jim Weiss,Male,46.0,Russia,Russian,Mobile Apps,8.0,20.0,2.2,,89.0
FL250995,Jennifer Hinton,Female,34.0,South Africa,Afrikaans,DevOps,8.0,30.0,3.9,Y,95.0
FL250996,Albert Wilcox,Male,56.0,Turkey,Turkish,DevOps,13.0,100.0,0.0,no,68.0
FL250997,Cheryl Norris,Female,26.0,Germany,German,Blockchain Development,6.0,40.0,2.8,N,82.0
FL250998,Kathy Watkins,Female,37.0,Japan,Japanese,Data Analysis,15.0,75.0,2.6,False,94.0
FL250999,John Obrien,Male,46.0,Russia,Russian,Machine Learning,22.0,100.0,2.8,yes,97.0
FL251000,Dawn Green,Female,36.0,Mexico,Spanish,UI/UX Design,18.0,20.0,1.7,1,72.0
